status,match_type,old_url,old_slug,species_id,spanish_name,current_slug,suggested_slug,order,family
OK,EXACT_SLUG,Trochiliformes/Fotos_ErmitanoCanela.html,ErmitanoCanela,SP_0362,Ermitaño Canela,ErmitanoCanela,,Trochiliformes,
OK,EXACT_SLUG,Trochiliformes/Fotos_PicaflorAndino.html,PicaflorAndino,SP_0375,Picaflor Andino,PicaflorAndino,,Trochiliformes,
OK,EXACT_SLUG,Trochiliformes/Fotos_PicaflorBronceado.html,PicaflorBronceado,SP_0393,Picaflor Bronceado,PicaflorBronceado,,Trochiliformes,
OK,EXACT_SLUG,Trochiliformes/Fotos_PicaflorComun.html,PicaflorComun,SP_0383,Picaflor Común,PicaflorComun,,Trochiliformes,
OK,EXACT_SLUG,Trochiliformes/Fotos_PicaflorCopeton.html,PicaflorCopeton,SP_0384,Picaflor Copetón,PicaflorCopeton,,Trochiliformes,
OK,EXACT_SLUG,Trochiliformes/Fotos_PicaflorCoronaViolacea.html,PicaflorCoronaViolacea,SP_0385,Picaflor Corona Violácea,PicaflorCoronaViolacea,,Trochiliformes,
OK,EXACT_SLUG,Trochiliformes/Fotos_PicaflorDeBarbijo.html,PicaflorDeBarbijo,SP_0380,Picaflor de Barbijo,PicaflorDeBarbijo,,Trochiliformes,
OK,EXACT_SLUG,Trochiliformes/Fotos_PicaflorEsmeralda.html,PicaflorEsmeralda,SP_0389,Picaflor Esmeralda,PicaflorEsmeralda,,Trochiliformes,
OK,EXACT_SLUG,Trochiliformes/Fotos_PicaflorFrenteAzul.html,PicaflorFrenteAzul,SP_0369,Picaflor Frente Azul,PicaflorFrenteAzul,,Trochiliformes,
OK,EXACT_SLUG,Trochiliformes/Fotos_PicaflorGargantaBlanca.html,PicaflorGargantaBlanca,SP_0391,Picaflor Garganta Blanca,PicaflorGargantaBlanca,,Trochiliformes,
OK,EXACT_SLUG,Trochiliformes/Fotos_PicaflorGigante.html,PicaflorGigante,SP_0377,Picaflor Gigante,PicaflorGigante,,Trochiliformes,
OK,EXACT_SLUG,Trochiliformes/Fotos_PicaflorNegro.html,PicaflorNegro,SP_0360,Picaflor Negro,PicaflorNegro,,Trochiliformes,
OK,EXACT_SLUG,Trochiliformes/Fotos_PicaflorPuneno.html,PicaflorPuneno,SP_0374,Picaflor Puneño,PicaflorPuneno,,Trochiliformes,
OK,EXACT_SLUG,Trochiliformes/Fotos_PicaflorRubi.html,PicaflorRubi,SP_0370,Picaflor Rubí,PicaflorRubi,,Trochiliformes,
OK,EXACT_SLUG,Trochiliformes/Fotos_PicaflorVientreBlanco.html,PicaflorVientreBlanco,SP_0394,Picaflor Vientre Blanco,PicaflorVientreBlanco,,Trochiliformes,
OK,EXACT_SLUG,Trochiliformes/Fotos_PicaflorVientreNegro.html,PicaflorVientreNegro,SP_0368,Picaflor Vientre Negro,PicaflorVientreNegro,,Trochiliformes,
OK,EXACT_SLUG,Trogoniformes/Fotos_SurucuaAmarillo.html,SurucuaAmarillo,SP_0469,Surucuá Amarillo,SurucuaAmarillo,,Trogoniformes,
OK,EXACT_SLUG,Trogoniformes/Fotos_SurucuaAurora.html,SurucuaAurora,SP_0467,Surucuá Aurora,SurucuaAurora,,Trogoniformes,
OK,EXACT_SLUG,Trogoniformes/Fotos_SurucuaComun.html,SurucuaComun,SP_0468,Surucuá Común,SurucuaComun,,Trogoniformes,
